基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,最高申购费率,最高赎回费率,规模_亿元,成立日期
汇添富战略精选中小盘市值3年持有期混合型发起式证券投资基金,汇添富战略精选中小盘市值3年持有混合发起C,017802,混合型-偏股,2023年02月10日,2023年03月22日 / 0.663亿份,0.23亿元（截止至：2025年12月31日）,0.1393亿份（截止至：2025年12月31日）,汇添富基金,民生银行,蔡志文,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证500指数收益率*65%+中证港股通综合指数收益率*15%+中债综合指数收益率*20%,该基金无跟踪标的,0.00%（前端）,0.00%（前端）,0.23,2023-03-22
东方人工智能主题混合型证券投资基金,东方人工智能主题混合C,017811,混合型-偏股,2018年05月04日,2023年02月22日 / --,42.47亿元（截止至：2025年12月31日）,26.4416亿份（截止至：2025年12月31日）,东方基金,农业银行,严凯,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,'---（前端）,中证人工智能主题指数收益率*80%+银行活期存款利率(税后)*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,42.47,2023-02-22
兴合安迎混合型证券投资基金,兴合安迎混合A,017813,混合型-偏股,2023年04月24日,2023年05月30日 / 2.139亿份,0.13亿元（截止至：2025年12月31日）,0.1128亿份（截止至：2025年12月31日）,兴合基金,华安证券,梁辰星,每份累计0.00元（0次）,1.00%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证安徽发展指数收益率*70%+中证港股通综合指数(CNY)收益率*10%+中债综合财富(总值)指数收益率*20%,该基金无跟踪标的,,,0.13,2023-05-30
兴合安迎混合型证券投资基金,兴合安迎混合C,017814,混合型-偏股,2023年04月24日,2023年05月30日 / 2.139亿份,0.48亿元（截止至：2025年12月31日）,0.4284亿份（截止至：2025年12月31日）,兴合基金,华安证券,梁辰星,每份累计0.00元（0次）,1.00%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,中证安徽发展指数收益率*70%+中证港股通综合指数(CNY)收益率*10%+中债综合财富(总值)指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.48,2023-05-30
招商优势企业混合型证券投资基金,招商优势企业混合C,017821,混合型-偏股,2011年12月14日,2023年01月30日 / --,6.94亿元（截止至：2025年12月31日）,1.2613亿份（截止至：2025年12月31日）,招商基金,中国银行,陆文凯,每份累计0.00元（0次）,0.60%（每年）,0.15%（每年）,0.60%（每年）,'---（前端）,中证800指数收益率*65%+恒生综合指数收益率(经估值汇率调整后)*15%+中债综合(全价)指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,6.94,2023-01-30
华安新材料主题股票型发起式证券投资基金,华安新材料主题股票发起式A,017824,股票型,2023年11月06日,2023年11月14日 / 0.127亿份,0.32亿元（截止至：2025年12月31日）,0.1845亿份（截止至：2025年12月31日）,华安基金,浦发银行,陈泉宏,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证新材料主题指数收益率*75%+中证港股通综合指数收益率*15%+中债综合全价指数收益率*10%,该基金无跟踪标的,,,0.32,2023-11-14
华安新材料主题股票型发起式证券投资基金,华安新材料主题股票发起式C,017825,股票型,2023年11月06日,2023年11月14日 / 0.127亿份,0.93亿元（截止至：2025年12月31日）,0.5365亿份（截止至：2025年12月31日）,华安基金,浦发银行,陈泉宏,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%（前端）,中证新材料主题指数收益率*75%+中证港股通综合指数收益率*15%+中债综合全价指数收益率*10%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.93,2023-11-14
兴全欣越混合型证券投资基金,兴全欣越混合A,017826,混合型-偏股,2023年03月01日,2023年03月17日 / 11.875亿份,13.61亿元（截止至：2025年12月31日）,11.3625亿份（截止至：2025年12月31日）,兴证全球基金,招商银行,童兰,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,该基金无跟踪标的,1.50%（前端）,1.50%（前端）,13.61,2023-03-17
兴全欣越混合型证券投资基金,兴全欣越混合C,017827,混合型-偏股,2023年03月01日,2023年03月17日 / 11.875亿份,3.70亿元（截止至：2025年12月31日）,3.137亿份（截止至：2025年12月31日）,兴证全球基金,招商银行,童兰,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,3.7,2023-03-17
富国时代精选混合型证券投资基金,富国时代精选混合A,017828,混合型-偏股,2023年03月06日,2023年03月28日 / 12.453亿份,3.31亿元（截止至：2025年12月31日）,1.7439亿份（截止至：2025年12月31日）,富国基金,招商银行,许炎,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证500指数收益率*55%+恒生指数收益率(使用汇率估值折算)*25%+中债综合全价指数收益率*20%,该基金无跟踪标的,,,3.31,2023-03-28
富国时代精选混合型证券投资基金,富国时代精选混合C,017829,混合型-偏股,2023年03月06日,2023年03月28日 / 12.453亿份,1.45亿元（截止至：2025年12月31日）,0.7779亿份（截止至：2025年12月31日）,富国基金,招商银行,许炎,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,中证500指数收益率*55%+恒生指数收益率(使用汇率估值折算)*25%+中债综合全价指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,1.45,2023-03-28
信澳匠心回报混合型证券投资基金,信澳匠心回报混合A,017835,混合型-偏股,2023年06月21日,2023年09月22日 / 2.373亿份,2.17亿元（截止至：2025年12月31日）,1.0353亿份（截止至：2025年12月31日）,信达澳亚基金,招商银行,张明烨,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*85%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*10%,该基金无跟踪标的,,,2.17,2023-09-22
信澳匠心回报混合型证券投资基金,信澳匠心回报混合C,017836,混合型-偏股,2023年06月21日,2023年09月22日 / 2.373亿份,11.68亿元（截止至：2025年12月31日）,5.638亿份（截止至：2025年12月31日）,信达澳亚基金,招商银行,张明烨,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,中证800指数收益率*85%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*10%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,11.68,2023-09-22
银华清洁能源产业混合型证券投资基金,银华清洁能源产业混合A,017839,混合型-偏股,2023年05月11日,2023年06月06日 / 2.853亿份,0.15亿元（截止至：2025年12月31日）,0.1333亿份（截止至：2025年12月31日）,银华基金,建设银行,王浩,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证新能源指数收益率*70%+中债综合全价指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,该基金无跟踪标的,,,0.15,2023-06-06
银华清洁能源产业混合型证券投资基金,银华清洁能源产业混合C,017840,混合型-偏股,2023年05月11日,2023年06月06日 / 2.853亿份,0.49亿元（截止至：2025年12月31日）,0.4237亿份（截止至：2025年12月31日）,银华基金,建设银行,王浩,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证新能源指数收益率*70%+中债综合全价指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.49,2023-06-06
农银汇理景气优选混合型证券投资基金,农银汇理景气优选混合A,017842,混合型-偏股,2023年02月08日,2023年02月23日 / 17.543亿份,1.61亿元（截止至：2025年12月31日）,1.0592亿份（截止至：2025年12月31日）,农银汇理基金,交通银行,廖凌,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*75%+中证全债指数收益率*25%,该基金无跟踪标的,,,1.61,2023-02-23
农银汇理景气优选混合型证券投资基金,农银汇理景气优选混合C,017843,混合型-偏股,2023年02月08日,2023年02月23日 / 17.543亿份,0.92亿元（截止至：2025年12月31日）,0.6114亿份（截止至：2025年12月31日）,农银汇理基金,交通银行,廖凌,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证800指数收益率*75%+中证全债指数收益率*25%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.92,2023-02-23
东方红先进制造混合型证券投资基金,东方红先进制造混合A,017848,混合型-偏股,2023年04月03日,2023年04月26日 / 2.388亿份,0.47亿元（截止至：2025年12月31日）,0.4091亿份（截止至：2025年12月31日）,东方红资产管理,工商银行,郭乃幸,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,申银万国制造业指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%,该基金无跟踪标的,1.50%（前端）,1.50%（前端）,0.47,2023-04-26
东方红先进制造混合型证券投资基金,东方红先进制造混合C,017849,混合型-偏股,2023年04月03日,2023年04月26日 / 2.388亿份,0.07亿元（截止至：2025年12月31日）,0.061亿份（截止至：2025年12月31日）,东方红资产管理,工商银行,郭乃幸,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%（前端）,申银万国制造业指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.07,2023-04-26
交银施罗德启信混合型发起式证券投资基金,交银启信混合发起A,017850,混合型-偏股,2023年02月13日,2023年03月01日 / 3.633亿份,2.22亿元（截止至：2025年12月31日）,1.5372亿份（截止至：2025年12月31日）,交银施罗德基金,浦发银行,郭若,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*70%+恒生指数收益率*5%+中证综合债券指数收益率*25%,该基金无跟踪标的,,,2.22,2023-03-01
交银施罗德启信混合型发起式证券投资基金,交银启信混合发起C,017851,混合型-偏股,2023年02月13日,2023年03月01日 / 3.633亿份,3.15亿元（截止至：2025年12月31日）,2.2173亿份（截止至：2025年12月31日）,交银施罗德基金,浦发银行,郭若,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,沪深300指数收益率*70%+恒生指数收益率*5%+中证综合债券指数收益率*25%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,3.15,2023-03-01
西藏东财时代优选混合型发起式证券投资基金,东财时代优选A,017857,混合型-偏股,2023年02月20日,2023年02月24日 / 0.108亿份,0.14亿元（截止至：2025年12月31日）,0.106亿份（截止至：2025年12月31日）,东财基金,国信证券,冯杰波,每份累计0.00元（0次）,1.20%（每年）,0.10%（每年）,0.00%（每年）,1.20%（前端） 天天基金优惠费率：0.12%（前端）,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债指数收益率*20%,该基金无跟踪标的,,,0.14,2023-02-24
西藏东财时代优选混合型发起式证券投资基金,东财时代优选C,017858,混合型-偏股,2023年02月20日,2023年02月24日 / 0.108亿份,0.02亿元（截止至：2025年12月31日）,0.0121亿份（截止至：2025年12月31日）,东财基金,国信证券,冯杰波,每份累计0.00元（0次）,1.20%（每年）,0.10%（每年）,0.60%（每年）,0.00%（前端）,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.02,2023-02-24
交银施罗德持续成长主题混合型证券投资基金,交银持续成长主题混合C,017859,混合型-偏股,2017年11月22日,2023年03月29日 / --,0.04亿元（截止至：2025年12月31日）,0.022亿份（截止至：2025年12月31日）,交银施罗德基金,工商银行,何帅,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,'---（前端）,沪深300指数收益率*70%+恒生指数收益率*10%+中证综合债券指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.04,2023-03-29
景顺长城致远混合型证券投资基金,景顺长城致远混合A,017860,混合型-偏股,2023年02月06日,2023年02月28日 / 12.816亿份,5.97亿元（截止至：2025年12月31日）,6.7731亿份（截止至：2025年12月31日）,景顺长城基金,工商银行,王勇、李滋源,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*75%+中证综合债指数收益率*20%+中证港股通综合指数(人民币)收益率*5%,该基金无跟踪标的,,,5.97,2023-02-28
景顺长城致远混合型证券投资基金,景顺长城致远混合C,017861,混合型-偏股,2023年02月06日,2023年02月28日 / 12.816亿份,0.28亿元（截止至：2025年12月31日）,0.3249亿份（截止至：2025年12月31日）,景顺长城基金,工商银行,王勇、李滋源,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,沪深300指数收益率*75%+中证综合债指数收益率*20%+中证港股通综合指数(人民币)收益率*5%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.28,2023-02-28
泓德高端装备混合型发起式证券投资基金,泓德高端装备混合发起式A,017866,混合型-偏股,2023年06月05日,2023年06月20日 / 0.118亿份,0.21亿元（截止至：2025年12月31日）,0.1675亿份（截止至：2025年12月31日）,泓德基金,浦发银行,苏昌景,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证高端装备制造指数收益率*70%+中证港股通综合指数收益率*10%+中国债券综合全价指数收益率*20%,该基金无跟踪标的,,,0.21,2023-06-20
